volcano_filter,alert_level,latitude,longitude,elevation,tinggi_letusan_m,kec_angin_km_jam,arah_angin_deg,amplitudo,duration,Bulan,Jam,jarak_km,luas_km2,sudut_deg,radius_km
Semeru,2,-8.10805,112.92,3676,200.0,5.6,0.0,20.0,56.0,6,22,12.237024358840278,184.0345626738303,286.5366145001395,6.99779622158632
Semeru,2,-8.10805,112.92,3676,500.0,8.8,22.5,22.0,144.0,1,21,7.671131386339246,122.68970844918528,290.94180385890155,4.684825971586666
Semeru,2,-8.10805,112.92,3676,400.0,1.0999999999999996,225.0,21.0,79.0,12,18,7.671131386339246,122.68970844918528,290.94180385890155,4.684825971586666
Semeru,2,-8.10805,112.92,3676,1500.0,3.6,45.0,22.0,120.0,12,9,12.213570232467887,153.37162676804678,335.7119051397495,7.269422101706802
Semeru,2,-8.10805,112.92,3676,400.0,4.2,0.0,19.0,84.0,1,17,7.671131386339246,122.68970844918528,290.94180385890155,4.684825971586666
Semeru,2,-8.10805,112.92,3676,700.0,1.4,292.5,22.0,134.0,12,19,17.358510364564754,184.0573065297829,337.2196970650872,8.950936812183128
Semeru,2,-8.10805,112.92,3676,500.0,5.7,45.0,20.0,131.0,12,15,17.358510364564754,214.73352428474672,341.8713804109474,10.024004251832247
Semeru,2,-8.10805,112.92,3676,400.0,9.4,45.0,22.0,110.0,1,1,7.671131386339246,153.36213556148164,49.28317048126843,4.849546010825253
Semeru,2,-8.10805,112.92,3676,600.0,1.3000000000000005,270.0,22.0,135.0,2,22,12.601602777969266,153.33348676113263,149.87374414547003,6.416441517098311
Semeru,2,-8.10805,112.92,3676,800.0,4.5,45.0,22.0,192.0,7,0,22.656981086711905,460.0864066844613,278.78105651300893,11.47983659596967
Semeru,2,-8.10805,112.92,3676,700.0,8.3,0.0,22.0,115.0,1,22,7.671131386339246,122.68970844918528,290.94180385890155,4.684825971586666
Semeru,2,-8.10805,112.92,3676,400.0,4.0,67.5,22.0,141.0,3,22,12.237024358840278,184.0459521217084,302.9244066793867,7.198316412942472
Semeru,2,-8.10805,112.92,3676,300.0,11.3,225.0,22.0,112.0,8,20,23.3189554732816,398.79083081452967,321.27926727861154,12.793909309434666
Semeru,2,-8.10805,112.92,3676,500.0,13.2,270.0,22.0,129.0,9,21,24.57071414231177,429.46704856949344,305.53277929770286,13.706660378323706
Semeru,2,-8.10805,112.92,3676,500.0,1.3000000000000005,225.0,21.0,101.0,3,18,17.358510364564754,184.0573065297829,348.6933114705204,10.416149729414414
Semeru,2,-8.10805,112.92,3676,600.0,6.0,270.0,22.0,96.0,9,18,19.78881681526105,245.39460282887484,284.9801959429981,11.160444884791058
Semeru,2,-8.10805,112.92,3676,1100.0,0.8999999999999995,180.0,22.0,127.0,3,20,12.237024358840278,153.36213556152524,271.1678272182759,7.328772220849376
Semeru,2,-8.10805,112.92,3676,400.0,2.7,225.0,22.0,111.0,10,21,19.805019780306363,306.7621775496382,312.4614915984068,11.563679410214302
Semeru,2,-8.10805,112.92,3676,700.0,5.4,270.0,22.0,132.0,12,11,10.902662557499054,460.1148803041664,0.0,5.487469629908958
Semeru,2,-8.10805,112.92,3676,700.0,1.4,225.0,22.0,97.0,5,13,23.3189554732816,306.7621775496382,313.9968278510786,11.916693276016357
Semeru,2,-8.10805,112.92,3676,500.0,2.0,22.5,22.0,160.0,1,14,15.494548664354904,214.72027747526548,54.55068623090921,8.383492448858332
Semeru,2,-8.10805,112.92,3676,200.0,9.4,180.0,20.0,88.0,10,1,29.76099218188649,1042.7328457822414,249.866410176406,15.963223547770085
Semeru,2,-8.10805,112.92,3676,1100.0,6.5,0.0,22.0,128.0,12,22,15.494548664356016,153.37162676809035,320.66264137359383,8.187799323078194
Semeru,2,-8.10805,112.92,3676,500.0,0.2000000000000001,225.0,22.0,153.0,5,13,15.800788837820228,214.66688146564672,217.4223850865104,8.616325131582071
Semeru,2,-8.10805,112.92,3676,800.0,1.5,180.0,22.0,120.0,4,15,7.671131386339246,122.68970844918528,69.05819614109845,4.684825971586667
Semeru,2,-8.10805,112.92,3676,700.0,9.5,225.0,22.0,168.0,4,10,5.508426167779602,306.705230313868,136.12973147327824,2.8626281373681906
Semeru,2,-8.10805,112.92,3676,800.0,3.8,337.5,22.0,148.0,6,0,15.494548664356016,368.0691253476736,274.71608781204884,8.449162535389169
Semeru,2,-8.10805,112.92,3676,500.0,4.8,225.0,22.0,132.0,1,18,7.671131386339246,122.68970844918528,290.94180385890155,4.684825971586666
Slamet,1,-7.241944444,109.2080556,3432,10219.0,2.6000000000000005,146.0,9.0,124.0,1,1,39.82048210477259,368.8813909913183,307.7979817330014,21.487762695438136
Semeru,2,-8.10805,112.92,3676,800.0,1.7000000000000002,157.5,22.0,135.0,3,23,17.356332494464517,306.7052303138724,266.7441336144845,8.96123526429855
Semeru,2,-8.10805,112.92,3676,500.0,0.8999999999999995,225.0,22.0,118.0,11,22,15.494548664354904,214.72027747526548,54.55068623090921,8.383492448858332
Semeru,2,-8.10805,112.92,3676,700.0,2.8,225.0,21.0,125.0,12,15,5.508426167779602,306.705230313868,223.87026852672176,2.8626281373681906
Semeru,2,-8.10805,112.92,3676,700.0,4.0,67.5,22.0,142.0,4,15,12.213570232467887,153.37162676804678,24.28809486025051,7.269422101706802
Semeru,2,-8.10805,112.92,3676,700.0,3.1,0.0,22.0,117.0,1,17,7.671131386339246,122.68970844918528,290.94180385890155,4.684825971586666
Semeru,2,-8.10805,112.92,3676,700.0,1.4,180.0,22.0,165.0,2,19,12.431279497761324,153.34306555621197,122.168616097019,7.429151390085646
Semeru,2,-8.10805,112.92,3676,600.0,0.3999999999999999,225.0,22.0,125.0,4,16,7.671131386339246,122.68970844918528,69.05819614109845,4.684825971586667
Semeru,2,-8.10805,112.92,3676,500.0,1.2000000000000002,22.5,21.0,171.0,4,14,5.34291622527104,306.7242711229807,90.0,2.7798731661139087
Semeru,2,-8.10805,112.92,3676,700.0,8.8,157.5,22.0,127.0,1,18,7.671131386339246,122.68970844918528,290.94180385890155,4.684825971586666
Semeru,2,-8.10805,112.92,3676,1000.0,6.6,225.0,22.0,129.0,12,10,12.213570232467887,153.37162676804678,335.7119051397495,7.269422101706802
Semeru,2,-8.10805,112.92,3676,900.0,7.6,135.0,22.0,168.0,12,17,17.358510364564754,153.3810887748191,329.65272076785635,8.560591663119942
Semeru,2,-8.10805,112.92,3676,500.0,3.0,247.5,22.0,101.0,6,1,32.14950655266692,705.6396558362119,327.3919478388225,16.292912426368936
Semeru,2,-8.10805,112.92,3676,800.0,1.9,45.0,22.0,99.0,1,22,7.671131386339246,122.68970844918528,290.94180385890155,4.684825971586666
Semeru,2,-8.10805,112.92,3676,700.0,3.0,22.5,22.0,123.0,11,0,19.788816815259747,337.4175788897029,55.39843424699978,10.703882553959962
Merapi,3,-7.54194,110.44194,2968,16672.000000000004,6.4,135.0,76.0,230.0,5,1,41.928901065001824,460.76668820691503,63.77942210575637,21.614938471063347
Semeru,2,-8.10805,112.92,3676,600.0,3.3,180.0,22.0,78.0,7,13,16.513894286217152,245.39460282887484,285.998985469022,10.108234285910992
Semeru,2,-8.10805,112.92,3676,300.0,1.3000000000000005,45.0,22.0,110.0,2,22,17.492757114354365,276.0002761700388,122.3262047418528,11.061644440754064
Semeru,2,-8.10805,112.92,3676,700.0,2.4,0.0,22.0,102.0,12,23,38.96948729792477,613.5997007271408,310.0913404773433,20.79511871836099
Semeru,2,-8.10805,112.92,3676,900.0,4.3,225.0,22.0,128.0,12,15,12.213570232467887,122.69730141443742,323.6749979521214,6.361111987758738
Semeru,2,-8.10805,112.92,3676,500.0,1.6,225.0,21.0,116.0,2,17,12.601602777969266,184.0001841133592,143.89109617627446,7.418914513875479
Semeru,2,-8.10805,112.92,3676,400.0,3.6,225.0,20.0,78.0,12,16,12.213570232467887,153.37162676804678,5.884160094591692,7.269422101706802
Semeru,2,-8.10805,112.92,3676,400.0,7.3,225.0,16.0,67.0,4,5,17.358510364564754,705.4658235830411,60.59657704495277,10.372618384016029
Semeru,2,-8.10805,112.92,3676,700.0,1.3000000000000005,0.0,22.0,165.0,12,19,17.358510364564754,184.0573065297829,337.2196970650872,8.950936812183128
Semeru,2,-8.10805,112.92,3676,500.0,1.9,0.0,22.0,126.0,3,23,12.431279497762713,214.69366121977168,239.2672177810696,7.22763782513646
Semeru,2,-8.10805,112.92,3676,500.0,2.3,315.0,22.0,120.0,3,0,17.492757114355847,490.7283685021958,262.86358940968,10.122982306880308
Semeru,2,-8.10805,112.92,3676,800.0,1.3000000000000005,270.0,22.0,128.0,10,16,17.356332494464517,214.72027747526548,281.61485455516043,9.927820323295345
Semeru,2,-8.10805,112.92,3676,1000.0,3.0,225.0,22.0,179.0,5,0,23.62279631574523,429.3337629311561,227.91954727264584,12.260003356787475
Semeru,2,-8.10805,112.92,3676,1000.0,2.0,0.0,22.0,183.0,11,17,0.2168301069567775,766.7630757847135,180.0,0.2168301069567793
Semeru,2,-8.10805,112.92,3676,700.0,1.0999999999999996,180.0,22.0,170.0,4,20,5.508426167779602,306.705230313868,136.12973147327824,2.8626281373681906
Merapi,2,-7.54194,110.44194,2968,1000.0,8.0,135.0,51.0,168.0,1,8,27.76175556691916,460.7929878045314,37.90187339514722,15.89281919979614
Semeru,2,-8.10805,112.92,3676,1000.0,1.4,202.5,22.0,153.0,12,22,5.508426167779602,306.705230313868,223.87026852672176,2.8626281373681906
Semeru,2,-8.10805,112.92,3676,300.0,2.6000000000000005,45.0,22.0,124.0,3,21,12.237024358840278,184.0459521217084,302.9244066793867,7.198316412942472
Semeru,2,-8.10805,112.92,3676,600.0,7.2,0.0,22.0,82.0,7,23,24.57071414231177,398.79083081452967,298.2597226189432,13.64513047987482
Semeru,2,-8.10805,112.92,3676,700.0,0.8999999999999995,22.5,22.0,147.0,4,17,7.671131386339246,92.01728133688896,101.29733083140933,4.465462553691876
Semeru,2,-8.10805,112.92,3676,500.0,1.4,225.0,22.0,115.0,10,21,23.3189554732816,337.438395304602,306.67513745502873,12.632142882302215
Raung,2,-8.125,114.0419444,3332,12821.000000000002,7.3,90.0,9.0,124.0,2,16,166.8500111203758,4822.051399064864,318.93383268738893,95.6932474595598
Raung,2,-8.125,114.0419444,3332,1000.0,3.6,202.5,4.0,124.0,6,15,16.19508197677124,184.04140054715373,313.61476344437165,9.44835640352198
Semeru,2,-8.10805,112.92,3676,500.0,0.3999999999999999,247.5,22.0,142.0,10,19,19.805019780306363,276.08595979475285,316.2092800682928,9.932458831090695
Merapi,3,-7.54194,110.44194,2968,27770.0,1.7999999999999998,270.0,75.0,433.0,5,20,160.40442390002988,2825.385090810629,268.913467767292,95.5995252759692
Semeru,2,-8.10805,112.92,3676,800.0,9.5,22.5,22.0,100.0,1,0,12.213570232467887,122.69730141443742,36.32500204787863,6.361111987758738
Semeru,2,-8.10805,112.92,3676,500.0,2.1,45.0,22.0,78.0,4,23,12.213570232467887,337.39669823527163,16.19274886425842,7.364001181426023
Semeru,2,-8.10805,112.92,3676,700.0,1.7000000000000002,315.0,21.0,127.0,12,15,17.358510364564754,214.73352428474672,341.8713804109474,10.024004251832247
Semeru,2,-8.10805,112.92,3676,400.0,5.8,0.0,22.0,143.0,11,21,12.237024358838871,184.0459521216561,57.075593320612455,7.198316412942238
Semeru,2,-8.10805,112.92,3676,800.0,8.7,337.5,22.0,127.0,4,9,11.01044908432941,460.057845470802,117.91815558390888,5.57856845302193
Semeru,2,-8.10805,112.92,3676,700.0,4.0,0.0,22.0,160.0,11,14,7.671131386339246,92.01728133688896,101.29733083140933,4.465462553691876
Semeru,2,-8.10805,112.92,3676,600.0,6.9,225.0,22.0,97.0,12,14,17.358510364564754,214.73352428474672,341.8713804109474,10.024004251832247
Semeru,2,-8.10805,112.92,3676,700.0,0.7999999999999994,45.0,20.0,103.0,12,23,15.494548664356016,245.39460282894456,314.32332335076046,8.698388712438739
Semeru,2,-8.10805,112.92,3676,700.0,5.8,135.0,22.0,126.0,7,23,24.57071414231177,337.4175788897029,292.55444102121555,12.895833684783923
Semeru,2,-8.10805,112.92,3676,500.0,8.9,22.5,22.0,136.0,1,2,7.671131386339246,122.68970844918528,69.05819614109845,4.684825971586667
Merapi,2,-7.54194,110.44194,2968,9210.0,6.3,225.0,28.0,154.0,1,2,30.17094496853403,385.675937056063,243.72974651414336,16.130328684022196
Semeru,2,-8.10805,112.92,3676,500.0,0.8999999999999995,45.0,21.0,144.0,12,11,12.213570232467887,153.37162676804678,335.7119051397495,7.269422101706802
Semeru,2,-8.10805,112.92,3676,700.0,6.2,0.0,22.0,121.0,1,11,7.671131386339246,122.68970844918528,69.05819614109845,4.684825971586667
Semeru,2,-8.10805,112.92,3676,700.0,3.3,225.0,22.0,97.0,10,23,24.57071414231177,429.4139795721639,284.58078389848583,13.772645681385326
Semeru,2,-8.10805,112.92,3676,700.0,5.7,270.0,22.0,123.0,1,0,12.213570232467887,122.69730141443742,36.32500204787863,6.361111987758738
Semeru,2,-8.10805,112.92,3676,700.0,1.2000000000000002,180.0,22.0,122.0,3,19,12.237024358840278,184.0459521217084,302.9244066793867,7.198316412942472
Semeru,2,-8.10805,112.92,3676,600.0,4.2,270.0,22.0,182.0,7,22,24.57071414231177,337.438395304602,294.23874957579187,13.580618084217248
Semeru,2,-8.10805,112.92,3676,1000.0,4.0,225.0,22.0,172.0,12,18,19.805019780306363,214.7335242848078,325.94641997455835,11.157503822894585
Raung,2,-8.125,114.0419444,3332,600.0,6.7,315.0,4.0,124.0,6,11,17.80995215487662,276.0621008207306,311.08053287914686,10.206144826954702
Semeru,2,-8.10805,112.92,3676,900.0,5.6,315.0,23.0,122.0,3,13,17.356332494464517,153.36213556148164,276.4155348355966,8.597948902876086
Semeru,2,-8.10805,112.92,3676,400.0,3.4,225.0,22.0,99.0,10,17,15.494548664356016,214.7202774753265,318.4997830179895,8.192869334381374
Semeru,2,-8.10805,112.92,3676,800.0,1.3000000000000005,0.0,22.0,127.0,1,22,7.671131386339246,122.68970844918528,290.94180385890155,4.684825971586666
Semeru,2,-8.10805,112.92,3676,500.0,6.6,315.0,21.0,116.0,4,14,5.34291622527104,306.7242711229807,90.0,2.7798731661139087
Semeru,2,-8.10805,112.92,3676,700.0,9.3,0.0,22.0,128.0,2,17,12.431279497761324,184.0116786674544,132.26302531014312,7.1537222316021705
Semeru,2,-8.10805,112.92,3676,500.0,10.5,225.0,22.0,118.0,9,0,19.805019780306363,613.486507072209,314.25394122287946,11.147420147264995
Semeru,2,-8.10805,112.92,3676,400.0,3.9,225.0,21.0,74.0,8,17,7.671131386339246,92.01728133688896,258.70266916859066,4.465462553691876
Semeru,2,-8.10805,112.92,3676,500.0,2.2,0.0,22.0,115.0,12,20,16.462408889726973,613.5243550993113,0.0,8.231204444863462
Semeru,2,-8.10805,112.92,3676,800.0,14.0,67.5,22.0,131.0,12,9,12.213570232467887,153.37162676804678,24.28809486025051,7.269422101706802
Semeru,2,-8.10805,112.92,3676,600.0,3.8,67.5,21.0,118.0,1,0,12.213570232467887,153.37162676804678,54.43807681462738,6.190574823762911
Semeru,2,-8.10805,112.92,3676,300.0,8.2,270.0,20.0,95.0,6,2,29.69880199552384,858.986920848015,320.9368766657852,14.693768764788349
Semeru,2,-8.10805,112.92,3676,1000.0,2.4,157.5,23.0,148.0,2,16,17.492757114354365,184.0116786674544,111.14853261780496,10.528939376232843
Semeru,2,-8.10805,112.92,3676,700.0,2.8,225.0,22.0,99.0,5,9,12.213570232467887,153.37162676804678,305.5619231853726,6.19057482376291
Semeru,2,-8.10805,112.92,3676,500.0,3.9,0.0,22.0,129.0,8,2,24.57071414231177,981.5176675935174,301.56208086514624,12.667856682016264
Semeru,2,-8.10805,112.92,3676,800.0,6.2,180.0,22.0,138.0,3,21,12.237024358840278,122.68970844922018,272.0473468113568,6.408353004978977
Raung,2,-8.125,114.0419444,3332,1500.0,0.7999999999999994,157.5,4.0,124.0,6,17,20.56774794853012,184.05276897144088,331.7050971937186,10.808584514424169
Semeru,2,-8.10805,112.92,3676,800.0,4.7,112.5,22.0,113.0,2,3,49.537884442127066,1134.9500380835864,82.36160643236627,25.98968812031832
Semeru,2,-8.10805,112.92,3676,500.0,1.0999999999999996,225.0,22.0,177.0,4,18,7.671131386339246,122.68970844918528,69.05819614109845,4.684825971586667
Semeru,2,-8.10805,112.92,3676,500.0,1.7999999999999998,225.0,21.0,83.0,5,12,19.805019780306363,337.438395304698,324.2851077465281,11.201186248555272
Semeru,2,-8.10805,112.92,3676,400.0,3.9,225.0,21.0,67.0,12,18,10.902662557499054,460.1148803041664,0.0,5.487469629908958
Semeru,2,-8.10805,112.92,3676,500.0,7.6,45.0,22.0,138.0,2,21,38.52970749044287,460.0004602833979,103.36350476921584,22.22303415206627
Semeru,2,-8.10805,112.92,3676,400.0,2.4,0.0,21.0,99.0,12,23,23.3189554732816,306.7621775496382,309.1083794274716,12.159723921085988
Semeru,2,-8.10805,112.92,3676,900.0,2.7,45.0,22.0,106.0,2,16,7.978772093601114,122.67445244496956,148.56736113210312,4.870151201880573
Semeru,2,-8.10805,112.92,3676,700.0,0.7999999999999994,270.0,22.0,146.0,2,13,17.356332494463032,184.034562673778,93.8733906825845,10.473826083097212
Semeru,2,-8.10805,112.92,3676,700.0,2.5,0.0,22.0,124.0,12,22,12.213570232467887,122.69730141443742,323.6749979521214,6.361111987758738
Semeru,2,-8.10805,112.92,3676,600.0,11.9,0.0,22.0,116.0,4,10,5.508426167779602,306.705230313868,136.12973147327824,2.8626281373681906
Semeru,2,-8.10805,112.92,3676,700.0,0.9999999999999996,315.0,22.0,152.0,2,14,16.51389428621559,613.410460627736,109.67934966549674,8.312399911320345
Semeru,2,-8.10805,112.92,3676,1200.0,4.0,0.0,22.0,129.0,1,1,11.01044908432941,460.057845470802,117.91815558390888,5.57856845302193
Semeru,2,-8.10805,112.92,3676,900.0,3.4,225.0,22.0,86.0,8,0,17.356332494464517,460.0864066844613,297.3958613561687,9.729675366503727
Semeru,2,-8.10805,112.92,3676,600.0,2.7,270.0,20.0,154.0,5,22,38.96948729792477,674.9596707998548,305.56881601776763,19.846178734239807
Merapi,2,-7.54194,110.44194,2968,18170.0,3.5,270.0,75.0,243.0,3,12,101.53877175699488,767.4981137902456,249.9105378989612,50.74618411929755
Semeru,2,-8.10805,112.92,3676,300.0,3.1,225.0,21.0,88.0,9,17,17.358510364564754,184.0573065297829,337.2196970650872,8.950936812183128
Semeru,2,-8.10805,112.92,3676,600.0,1.7000000000000002,0.0,22.0,116.0,12,11,12.213570232467887,153.37162676804678,335.7119051397495,7.269422101706802
Semeru,2,-8.10805,112.92,3676,900.0,4.1,0.0,22.0,101.0,2,17,12.431279497761324,153.34306555621197,122.168616097019,7.429151390085646
Merapi,2,-7.54194,110.44194,2968,13370.0,0.9999999999999996,270.0,40.0,150.0,3,17,54.45898171320039,552.6961620587717,253.74840880715533,28.84145596116452
Semeru,2,-8.10805,112.92,3676,800.0,4.0,67.5,22.0,134.0,2,19,12.431279497761324,153.34306555621197,122.168616097019,7.429151390085646
Semeru,2,-8.10805,112.92,3676,1000.0,5.6,225.0,22.0,178.0,6,2,23.3189554732816,398.79083081452967,312.9895960983886,12.374527785942664
Semeru,2,-8.10805,112.92,3676,700.0,0.7999999999999994,270.0,20.0,128.0,5,22,35.252553388016295,582.8839820039893,307.98483871649745,19.539052659565343
Semeru,2,-8.10805,112.92,3676,700.0,6.2,45.0,20.0,122.0,12,12,17.358510364564754,153.3810887748191,329.65272076785635,8.560591663119942
Semeru,2,-8.10805,112.92,3676,700.0,3.1,0.0,22.0,125.0,8,21,23.3189554732816,337.438395304602,312.7501576973872,12.632340870493149
Semeru,2,-8.10805,112.92,3676,400.0,6.9,225.0,22.0,123.0,3,10,12.237024358840278,184.0345626738303,286.5366145001395,6.99779622158632
Semeru,2,-8.10805,112.92,3676,600.0,3.1,225.0,22.0,89.0,12,22,23.3189554732816,337.438395304602,306.67513745502873,12.632142882302215
Raung,2,-8.125,114.0419444,3332,9941.0,3.7,0.0,10.000000000000002,56.0,7,7,126.9606228376309,3753.250682633985,265.58948967813683,77.03435579208286
Semeru,2,-8.10805,112.92,3676,500.0,9.2,337.5,22.0,115.0,9,8,17.356332494463032,736.0925527535028,122.1980989522332,10.272951454875
Semeru,2,-8.10805,112.92,3676,800.0,3.4,0.0,22.0,137.0,4,21,17.358510364564754,184.0573065297829,22.78030293491281,8.950936812183128
Semeru,2,-8.10805,112.92,3676,600.0,11.4,45.0,20.0,113.0,12,10,12.213570232467887,184.0459521216561,348.354122708439,8.093446790166983
Semeru,2,-8.10805,112.92,3676,400.0,3.1,225.0,22.0,127.0,10,22,19.805019780306363,306.7621775496382,305.58627100426133,11.56346162320428
Semeru,2,-8.10805,112.92,3676,500.0,9.4,0.0,22.0,115.0,11,0,12.431279497761324,306.7052303138724,105.3972257221508,7.368183152784178
Semeru,2,-8.10805,112.92,3676,400.0,6.5,22.5,20.0,118.0,3,22,12.237024358840278,184.0459521217084,302.9244066793867,7.198316412942472
Semeru,2,-8.10805,112.92,3676,600.0,0.8999999999999995,180.0,21.0,115.0,3,17,12.213570232467887,122.69730141443742,323.6749979521214,6.361111987758738
Semeru,2,-8.10805,112.92,3676,600.0,0.7000000000000002,135.0,22.0,150.0,11,22,15.494548664354904,214.72027747526548,54.55068623090921,8.383492448858332
Semeru,2,-8.10805,112.92,3676,500.0,3.3,225.0,22.0,129.0,3,18,12.213570232467887,153.37162676804678,335.7119051397495,7.269422101706802
Semeru,2,-8.10805,112.92,3676,500.0,3.6,0.0,22.0,122.0,12,16,17.358510364564754,214.73352428474672,341.8713804109474,10.024004251832247
Semeru,2,-8.10805,112.92,3676,500.0,0.6000000000000001,180.0,21.0,79.0,10,22,24.57071414231177,306.7432535360936,291.7207581734798,12.606784345310812
Semeru,2,-8.10805,112.92,3676,1000.0,5.4,0.0,22.0,119.0,8,22,19.805019780306363,276.08595979467435,308.2300499233825,10.919809304175365
Semeru,2,-8.10805,112.92,3676,400.0,4.0,225.0,22.0,123.0,7,1,24.57071414231177,736.1838084866507,292.69858352609066,13.80162281885788
Semeru,2,-8.10805,112.92,3676,700.0,3.5,225.0,22.0,118.0,9,22,15.494548664356016,214.7202774753265,305.4493137690894,8.383492448858693
Raung,2,-8.125,114.0419444,3332,1100.0,0.6000000000000001,112.5,4.0,124.0,6,15,16.19508197677124,153.3678337892948,309.3546649184889,8.737871576639247
Semeru,2,-8.10805,112.92,3676,800.0,0.6000000000000001,315.0,22.0,140.0,2,16,17.492757114354365,184.0116786674544,119.71356410228567,9.1064190107971
Semeru,2,-8.10805,112.92,3676,300.0,8.0,0.0,22.0,135.0,4,20,5.34291622527104,306.7242711229807,90.0,2.7798731661139087
Semeru,2,-8.10805,112.92,3676,1000.0,4.7,112.5,22.0,112.0,2,0,60.78475186555029,1196.2246573795994,87.10837725279083,32.60807552743399
Semeru,2,-8.10805,112.92,3676,700.0,3.1,225.0,21.0,132.0,3,14,17.356332494464517,153.36213556148164,276.4155348355966,8.597948902876086
Semeru,2,-8.10805,112.92,3676,500.0,1.3000000000000005,0.0,22.0,115.0,11,13,15.494548664354904,184.0459521216561,61.62527984479468,7.745146151590074
Semeru,2,-8.10805,112.92,3676,500.0,4.2,225.0,22.0,116.0,1,17,7.671131386339246,122.68970844918528,290.94180385890155,4.684825971586666
Semeru,2,-8.10805,112.92,3676,600.0,1.0999999999999996,225.0,22.0,102.0,12,18,7.671131386339246,122.68970844918528,290.94180385890155,4.684825971586666
Semeru,2,-8.10805,112.92,3676,600.0,5.0,22.5,22.0,125.0,3,23,17.356332494464517,245.39460282887484,291.55351450581543,9.354707311042306
Semeru,2,-8.10805,112.92,3676,500.0,4.7,270.0,20.0,89.0,1,23,7.671131386339246,214.69366121971063,0.0,5.385062554235759
Semeru,2,-8.10805,112.92,3676,800.0,1.9,0.0,22.0,125.0,12,20,17.358510364564754,153.3810887748191,329.65272076785635,8.560591663119942
Raung,2,-8.125,114.0419444,3332,600.0,8.4,22.5,3.0,124.0,6,12,17.80995215487662,245.3885340628717,297.3438780997248,11.18378129645229
Semeru,2,-8.10805,112.92,3676,800.0,3.3,0.0,22.0,99.0,9,22,15.494548664356016,214.7202774753265,305.4493137690894,8.383492448858693
Semeru,2,-8.10805,112.92,3676,400.0,2.2,270.0,22.0,122.0,10,21,19.805019780306363,306.7621775496382,312.4614915984068,11.563679410214302
Semeru,2,-8.10805,112.92,3676,600.0,7.699999999999999,180.0,22.0,120.0,2,16,12.431279497761324,184.0116786674544,132.26302531014312,7.1537222316021705
Semeru,2,-8.10805,112.92,3676,1000.0,1.6,225.0,22.0,116.0,5,14,23.3189554732816,214.73352428474672,292.86489592617744,12.03367613897351
Semeru,2,-8.10805,112.92,3676,700.0,1.4,247.5,22.0,144.0,4,15,7.671131386339246,122.68970844918528,69.05819614109845,4.684825971586667
Semeru,2,-8.10805,112.92,3676,800.0,2.7,0.0,22.0,115.0,2,16,17.492757114354365,184.0116786674544,119.71356410228567,9.1064190107971
Semeru,2,-8.10805,112.92,3676,300.0,4.5,270.0,21.0,67.0,10,17,12.213570232467887,184.0459521216561,333.59297424952194,6.975922779385601
Semeru,2,-8.10805,112.92,3676,500.0,2.9,0.0,22.0,69.0,6,17,31.143961434608883,582.8839820039893,325.8412696066074,16.42218189533939
Semeru,2,-8.10805,112.92,3676,800.0,5.9,225.0,22.0,128.0,3,9,12.237024358840278,122.68970844922018,272.0473468113568,6.408353004978977
Semeru,2,-8.10805,112.92,3676,600.0,9.2,225.0,22.0,121.0,4,1,19.805019780305493,736.1382506953472,116.92280836248922,10.374980091785105
Semeru,2,-8.10805,112.92,3676,600.0,3.6,225.0,21.0,117.0,1,14,7.671131386339246,92.01728133688896,314.1430706643596,4.410292572855688
Semeru,2,-8.10805,112.92,3676,300.0,5.3,0.0,22.0,147.0,2,17,17.769679912765515,183.98865452821968,165.55395677392568,9.279964016981712
Semeru,2,-8.10805,112.92,3676,900.0,2.2,180.0,22.0,110.0,11,21,12.237024358838871,122.68970844918528,87.95265318864219,6.408353004978625
Semeru,2,-8.10805,112.92,3676,400.0,5.2,0.0,21.0,97.0,11,18,15.494548664354904,184.0459521216561,61.62527984479468,7.745146151590074
Semeru,2,-8.10805,112.92,3676,900.0,1.3000000000000005,247.5,22.0,211.0,8,10,10.902662557499054,122.69730141443742,337.0715353321798,6.03338506901653
Semeru,2,-8.10805,112.92,3676,600.0,9.7,0.0,22.0,114.0,1,11,12.213570232467887,153.37162676804678,24.28809486025051,7.269422101706802
Semeru,2,-8.10805,112.92,3676,1000.0,1.0999999999999996,0.0,22.0,125.0,12,22,10.902662557499054,460.1148803041664,0.0,5.487469629908958
Semeru,2,-8.10805,112.92,3676,800.0,2.4,270.0,22.0,115.0,10,23,24.57071414231177,337.4175788897029,279.71937864576586,14.504390468364074
Semeru,2,-8.10805,112.92,3676,400.0,5.8,225.0,22.0,121.0,3,9,20.02762638344435,276.0002761700388,223.64017358034013,10.8705177132083
Semeru,2,-8.10805,112.92,3676,500.0,5.4,0.0,13.0,80.0,1,12,12.213570232467887,153.37162676804678,24.28809486025051,7.269422101706802
Semeru,2,-8.10805,112.92,3676,700.0,5.1,225.0,22.0,158.0,10,14,12.237024358840278,153.36213556152524,271.1678272182759,7.328772220849376
Semeru,2,-8.10805,112.92,3676,700.0,3.6,22.5,22.0,119.0,1,22,7.671131386339246,122.68970844918528,290.94180385890155,4.684825971586666
Semeru,2,-8.10805,112.92,3676,900.0,4.3,225.0,2.0,126.0,12,15,17.358510364564754,153.3810887748191,329.65272076785635,8.560591663119942
Semeru,2,-8.10805,112.92,3676,900.0,7.0,315.0,22.0,90.0,12,0,12.213570232467887,214.72027747526548,360.0,8.033116018191592
